id,name,height,weight,base_experience,types,abilities,stats
750,mudsdale,25,9200,175,['ground'],"['own-tempo', 'stamina', 'inner-focus']","{'hp': 100, 'attack': 125, 'defense': 100, 'special-attack': 55, 'special-defense': 85, 'speed': 35}"
751,dewpider,3,40,54,"['water', 'bug']","['water-bubble', 'water-absorb']","{'hp': 38, 'attack': 40, 'defense': 52, 'special-attack': 40, 'special-defense': 72, 'speed': 27}"
752,araquanid,18,820,159,"['water', 'bug']","['water-bubble', 'water-absorb']","{'hp': 68, 'attack': 70, 'defense': 92, 'special-attack': 50, 'special-defense': 132, 'speed': 42}"
753,fomantis,3,15,50,['grass'],"['leaf-guard', 'contrary']","{'hp': 40, 'attack': 55, 'defense': 35, 'special-attack': 50, 'special-defense': 35, 'speed': 35}"
754,lurantis,9,185,168,['grass'],"['leaf-guard', 'contrary']","{'hp': 70, 'attack': 105, 'defense': 90, 'special-attack': 80, 'special-defense': 90, 'speed': 45}"
755,morelull,2,15,57,"['grass', 'fairy']","['illuminate', 'effect-spore', 'rain-dish']","{'hp': 40, 'attack': 35, 'defense': 55, 'special-attack': 65, 'special-defense': 75, 'speed': 15}"
756,shiinotic,10,115,142,"['grass', 'fairy']","['illuminate', 'effect-spore', 'rain-dish']","{'hp': 60, 'attack': 45, 'defense': 80, 'special-attack': 90, 'special-defense': 100, 'speed': 30}"
757,salandit,6,48,64,"['poison', 'fire']","['corrosion', 'oblivious']","{'hp': 48, 'attack': 44, 'defense': 40, 'special-attack': 71, 'special-defense': 40, 'speed': 77}"
758,salazzle,12,222,168,"['poison', 'fire']","['corrosion', 'oblivious']","{'hp': 68, 'attack': 64, 'defense': 60, 'special-attack': 111, 'special-defense': 60, 'speed': 117}"
759,stufful,5,68,68,"['normal', 'fighting']","['fluffy', 'klutz', 'cute-charm']","{'hp': 70, 'attack': 75, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 50}"
760,bewear,21,1350,175,"['normal', 'fighting']","['fluffy', 'klutz', 'unnerve']","{'hp': 120, 'attack': 125, 'defense': 80, 'special-attack': 55, 'special-defense': 60, 'speed': 60}"
761,bounsweet,3,32,42,['grass'],"['leaf-guard', 'oblivious', 'sweet-veil']","{'hp': 42, 'attack': 30, 'defense': 38, 'special-attack': 30, 'special-defense': 38, 'speed': 32}"
762,steenee,7,82,102,['grass'],"['leaf-guard', 'oblivious', 'sweet-veil']","{'hp': 52, 'attack': 40, 'defense': 48, 'special-attack': 40, 'special-defense': 48, 'speed': 62}"
763,tsareena,12,214,230,['grass'],"['leaf-guard', 'queenly-majesty', 'sweet-veil']","{'hp': 72, 'attack': 120, 'defense': 98, 'special-attack': 50, 'special-defense': 98, 'speed': 72}"
764,comfey,1,3,170,['fairy'],"['flower-veil', 'triage', 'natural-cure']","{'hp': 51, 'attack': 52, 'defense': 90, 'special-attack': 82, 'special-defense': 110, 'speed': 100}"
765,oranguru,15,760,172,"['normal', 'psychic']","['inner-focus', 'telepathy', 'symbiosis']","{'hp': 90, 'attack': 60, 'defense': 80, 'special-attack': 90, 'special-defense': 110, 'speed': 60}"
766,passimian,20,828,172,['fighting'],"['receiver', 'defiant']","{'hp': 100, 'attack': 120, 'defense': 90, 'special-attack': 40, 'special-defense': 60, 'speed': 80}"
767,wimpod,5,120,46,"['bug', 'water']",['wimp-out'],"{'hp': 25, 'attack': 35, 'defense': 40, 'special-attack': 20, 'special-defense': 30, 'speed': 80}"
768,golisopod,20,1080,186,"['bug', 'water']",['emergency-exit'],"{'hp': 75, 'attack': 125, 'defense': 140, 'special-attack': 60, 'special-defense': 90, 'speed': 40}"
769,sandygast,5,700,64,"['ghost', 'ground']","['water-compaction', 'sand-veil']","{'hp': 55, 'attack': 55, 'defense': 80, 'special-attack': 70, 'special-defense': 45, 'speed': 15}"
770,palossand,13,2500,168,"['ghost', 'ground']","['water-compaction', 'sand-veil']","{'hp': 85, 'attack': 75, 'defense': 110, 'special-attack': 100, 'special-defense': 75, 'speed': 35}"
771,pyukumuku,3,12,144,['water'],"['innards-out', 'unaware']","{'hp': 55, 'attack': 60, 'defense': 130, 'special-attack': 30, 'special-defense': 130, 'speed': 5}"
772,type-null,19,1205,107,['normal'],['battle-armor'],"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 59}"
773,silvally,23,1005,257,['normal'],['rks-system'],"{'hp': 95, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 95}"
774,minior-red-meteor,3,400,154,"['rock', 'flying']",['shields-down'],"{'hp': 60, 'attack': 60, 'defense': 100, 'special-attack': 60, 'special-defense': 100, 'speed': 60}"
775,komala,4,199,168,['normal'],['comatose'],"{'hp': 65, 'attack': 115, 'defense': 65, 'special-attack': 75, 'special-defense': 95, 'speed': 65}"
776,turtonator,20,2120,170,"['fire', 'dragon']",['shell-armor'],"{'hp': 60, 'attack': 78, 'defense': 135, 'special-attack': 91, 'special-defense': 85, 'speed': 36}"
777,togedemaru,3,33,152,"['electric', 'steel']","['iron-barbs', 'lightning-rod', 'sturdy']","{'hp': 65, 'attack': 98, 'defense': 63, 'special-attack': 40, 'special-defense': 73, 'speed': 96}"
778,mimikyu-disguised,2,7,167,"['ghost', 'fairy']",['disguise'],"{'hp': 55, 'attack': 90, 'defense': 80, 'special-attack': 50, 'special-defense': 105, 'speed': 96}"
779,bruxish,9,190,166,"['water', 'psychic']","['dazzling', 'strong-jaw', 'wonder-skin']","{'hp': 68, 'attack': 105, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 92}"
780,drampa,30,1850,170,"['normal', 'dragon']","['berserk', 'sap-sipper', 'cloud-nine']","{'hp': 78, 'attack': 60, 'defense': 85, 'special-attack': 135, 'special-defense': 91, 'speed': 36}"
781,dhelmise,39,2100,181,"['ghost', 'grass']",['steelworker'],"{'hp': 70, 'attack': 131, 'defense': 100, 'special-attack': 86, 'special-defense': 90, 'speed': 40}"
782,jangmo-o,6,297,60,['dragon'],"['bulletproof', 'soundproof', 'overcoat']","{'hp': 45, 'attack': 55, 'defense': 65, 'special-attack': 45, 'special-defense': 45, 'speed': 45}"
783,hakamo-o,12,470,147,"['dragon', 'fighting']","['bulletproof', 'soundproof', 'overcoat']","{'hp': 55, 'attack': 75, 'defense': 90, 'special-attack': 65, 'special-defense': 70, 'speed': 65}"
784,kommo-o,16,782,270,"['dragon', 'fighting']","['bulletproof', 'soundproof', 'overcoat']","{'hp': 75, 'attack': 110, 'defense': 125, 'special-attack': 100, 'special-defense': 105, 'speed': 85}"
785,tapu-koko,18,205,257,"['electric', 'fairy']","['electric-surge', 'telepathy']","{'hp': 70, 'attack': 115, 'defense': 85, 'special-attack': 95, 'special-defense': 75, 'speed': 130}"
786,tapu-lele,12,186,257,"['psychic', 'fairy']","['psychic-surge', 'telepathy']","{'hp': 70, 'attack': 85, 'defense': 75, 'special-attack': 130, 'special-defense': 115, 'speed': 95}"
787,tapu-bulu,19,455,257,"['grass', 'fairy']","['grassy-surge', 'telepathy']","{'hp': 70, 'attack': 130, 'defense': 115, 'special-attack': 85, 'special-defense': 95, 'speed': 75}"
788,tapu-fini,13,212,257,"['water', 'fairy']","['misty-surge', 'telepathy']","{'hp': 70, 'attack': 75, 'defense': 115, 'special-attack': 95, 'special-defense': 130, 'speed': 85}"
789,cosmog,2,1,40,['psychic'],['unaware'],"{'hp': 43, 'attack': 29, 'defense': 31, 'special-attack': 29, 'special-defense': 31, 'speed': 37}"
790,cosmoem,1,9999,140,['psychic'],['sturdy'],"{'hp': 43, 'attack': 29, 'defense': 131, 'special-attack': 29, 'special-defense': 131, 'speed': 37}"
791,solgaleo,34,2300,306,"['psychic', 'steel']",['full-metal-body'],"{'hp': 137, 'attack': 137, 'defense': 107, 'special-attack': 113, 'special-defense': 89, 'speed': 97}"
792,lunala,40,1200,306,"['psychic', 'ghost']",['shadow-shield'],"{'hp': 137, 'attack': 113, 'defense': 89, 'special-attack': 137, 'special-defense': 107, 'speed': 97}"
793,nihilego,12,555,257,"['rock', 'poison']",['beast-boost'],"{'hp': 109, 'attack': 53, 'defense': 47, 'special-attack': 127, 'special-defense': 131, 'speed': 103}"
794,buzzwole,24,3336,257,"['bug', 'fighting']",['beast-boost'],"{'hp': 107, 'attack': 139, 'defense': 139, 'special-attack': 53, 'special-defense': 53, 'speed': 79}"
795,pheromosa,18,250,257,"['bug', 'fighting']",['beast-boost'],"{'hp': 71, 'attack': 137, 'defense': 37, 'special-attack': 137, 'special-defense': 37, 'speed': 151}"
796,xurkitree,38,1000,257,['electric'],['beast-boost'],"{'hp': 83, 'attack': 89, 'defense': 71, 'special-attack': 173, 'special-defense': 71, 'speed': 83}"
797,celesteela,92,9999,257,"['steel', 'flying']",['beast-boost'],"{'hp': 97, 'attack': 101, 'defense': 103, 'special-attack': 107, 'special-defense': 101, 'speed': 61}"
798,kartana,3,1,257,"['grass', 'steel']",['beast-boost'],"{'hp': 59, 'attack': 181, 'defense': 131, 'special-attack': 59, 'special-defense': 31, 'speed': 109}"
799,guzzlord,55,8880,257,"['dark', 'dragon']",['beast-boost'],"{'hp': 223, 'attack': 101, 'defense': 53, 'special-attack': 97, 'special-defense': 53, 'speed': 43}"
800,necrozma,24,2300,270,['psychic'],['prism-armor'],"{'hp': 97, 'attack': 107, 'defense': 101, 'special-attack': 127, 'special-defense': 89, 'speed': 79}"
801,magearna,10,805,270,"['steel', 'fairy']",['soul-heart'],"{'hp': 80, 'attack': 95, 'defense': 115, 'special-attack': 130, 'special-defense': 115, 'speed': 65}"
802,marshadow,7,222,270,"['fighting', 'ghost']",['technician'],"{'hp': 90, 'attack': 125, 'defense': 80, 'special-attack': 90, 'special-defense': 90, 'speed': 125}"
803,poipole,6,18,189,['poison'],['beast-boost'],"{'hp': 67, 'attack': 73, 'defense': 67, 'special-attack': 73, 'special-defense': 67, 'speed': 73}"
804,naganadel,36,1500,243,"['poison', 'dragon']",['beast-boost'],"{'hp': 73, 'attack': 73, 'defense': 73, 'special-attack': 127, 'special-defense': 73, 'speed': 121}"
805,stakataka,55,8200,257,"['rock', 'steel']",['beast-boost'],"{'hp': 61, 'attack': 131, 'defense': 211, 'special-attack': 53, 'special-defense': 101, 'speed': 13}"
806,blacephalon,18,130,257,"['fire', 'ghost']",['beast-boost'],"{'hp': 53, 'attack': 127, 'defense': 53, 'special-attack': 151, 'special-defense': 79, 'speed': 107}"
807,zeraora,15,445,270,['electric'],['volt-absorb'],"{'hp': 88, 'attack': 112, 'defense': 75, 'special-attack': 102, 'special-defense': 80, 'speed': 143}"
808,meltan,2,80,135,['steel'],['magnet-pull'],"{'hp': 46, 'attack': 65, 'defense': 65, 'special-attack': 55, 'special-defense': 35, 'speed': 34}"
809,melmetal,25,8000,270,['steel'],['iron-fist'],"{'hp': 135, 'attack': 143, 'defense': 143, 'special-attack': 80, 'special-defense': 65, 'speed': 34}"
810,grookey,3,50,62,['grass'],"['overgrow', 'grassy-surge']","{'hp': 50, 'attack': 65, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 65}"
811,thwackey,7,140,147,['grass'],"['overgrow', 'grassy-surge']","{'hp': 70, 'attack': 85, 'defense': 70, 'special-attack': 55, 'special-defense': 60, 'speed': 80}"
812,rillaboom,21,900,265,['grass'],"['overgrow', 'grassy-surge']","{'hp': 100, 'attack': 125, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 85}"
813,scorbunny,3,45,62,['fire'],"['blaze', 'libero']","{'hp': 50, 'attack': 71, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 69}"
814,raboot,6,90,147,['fire'],"['blaze', 'libero']","{'hp': 65, 'attack': 86, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 94}"
815,cinderace,14,330,265,['fire'],"['blaze', 'libero']","{'hp': 80, 'attack': 116, 'defense': 75, 'special-attack': 65, 'special-defense': 75, 'speed': 119}"
816,sobble,3,40,62,['water'],"['torrent', 'sniper']","{'hp': 50, 'attack': 40, 'defense': 40, 'special-attack': 70, 'special-defense': 40, 'speed': 70}"
817,drizzile,7,115,147,['water'],"['torrent', 'sniper']","{'hp': 65, 'attack': 60, 'defense': 55, 'special-attack': 95, 'special-defense': 55, 'speed': 90}"
818,inteleon,19,452,265,['water'],"['torrent', 'sniper']","{'hp': 70, 'attack': 85, 'defense': 65, 'special-attack': 125, 'special-defense': 65, 'speed': 120}"
819,skwovet,3,25,55,['normal'],"['cheek-pouch', 'gluttony']","{'hp': 70, 'attack': 55, 'defense': 55, 'special-attack': 35, 'special-defense': 35, 'speed': 25}"
820,greedent,6,60,161,['normal'],"['cheek-pouch', 'gluttony']","{'hp': 120, 'attack': 95, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 20}"
821,rookidee,2,18,49,['flying'],"['keen-eye', 'unnerve', 'big-pecks']","{'hp': 38, 'attack': 47, 'defense': 35, 'special-attack': 33, 'special-defense': 35, 'speed': 57}"
822,corvisquire,8,160,128,['flying'],"['keen-eye', 'unnerve', 'big-pecks']","{'hp': 68, 'attack': 67, 'defense': 55, 'special-attack': 43, 'special-defense': 55, 'speed': 77}"
823,corviknight,22,750,248,"['flying', 'steel']","['pressure', 'unnerve', 'mirror-armor']","{'hp': 98, 'attack': 87, 'defense': 105, 'special-attack': 53, 'special-defense': 85, 'speed': 67}"
824,blipbug,4,80,36,['bug'],"['swarm', 'compound-eyes', 'telepathy']","{'hp': 25, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 45, 'speed': 45}"
825,dottler,4,195,117,"['bug', 'psychic']","['swarm', 'compound-eyes', 'telepathy']","{'hp': 50, 'attack': 35, 'defense': 80, 'special-attack': 50, 'special-defense': 90, 'speed': 30}"
826,orbeetle,4,408,253,"['bug', 'psychic']","['swarm', 'frisk', 'telepathy']","{'hp': 60, 'attack': 45, 'defense': 110, 'special-attack': 80, 'special-defense': 120, 'speed': 90}"
827,nickit,6,89,49,['dark'],"['run-away', 'unburden', 'stakeout']","{'hp': 40, 'attack': 28, 'defense': 28, 'special-attack': 47, 'special-defense': 52, 'speed': 50}"
828,thievul,12,199,159,['dark'],"['run-away', 'unburden', 'stakeout']","{'hp': 70, 'attack': 58, 'defense': 58, 'special-attack': 87, 'special-defense': 92, 'speed': 90}"
829,gossifleur,4,22,50,['grass'],"['cotton-down', 'regenerator', 'effect-spore']","{'hp': 40, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 60, 'speed': 10}"
830,eldegoss,5,25,161,['grass'],"['cotton-down', 'regenerator', 'effect-spore']","{'hp': 60, 'attack': 50, 'defense': 90, 'special-attack': 80, 'special-defense': 120, 'speed': 60}"
831,wooloo,6,60,122,['normal'],"['fluffy', 'run-away', 'bulletproof']","{'hp': 42, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 45, 'speed': 48}"
832,dubwool,13,430,172,['normal'],"['fluffy', 'steadfast', 'bulletproof']","{'hp': 72, 'attack': 80, 'defense': 100, 'special-attack': 60, 'special-defense': 90, 'speed': 88}"
833,chewtle,3,85,57,['water'],"['strong-jaw', 'shell-armor', 'swift-swim']","{'hp': 50, 'attack': 64, 'defense': 50, 'special-attack': 38, 'special-defense': 38, 'speed': 44}"
834,drednaw,10,1155,170,"['water', 'rock']","['strong-jaw', 'shell-armor', 'swift-swim']","{'hp': 90, 'attack': 115, 'defense': 90, 'special-attack': 48, 'special-defense': 68, 'speed': 74}"
835,yamper,3,135,54,['electric'],"['ball-fetch', 'rattled']","{'hp': 59, 'attack': 45, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 26}"
836,boltund,10,340,172,['electric'],"['strong-jaw', 'competitive']","{'hp': 69, 'attack': 90, 'defense': 60, 'special-attack': 90, 'special-defense': 60, 'speed': 121}"
837,rolycoly,3,120,48,['rock'],"['steam-engine', 'heatproof', 'flash-fire']","{'hp': 30, 'attack': 40, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 30}"
838,carkol,11,780,144,"['rock', 'fire']","['steam-engine', 'flame-body', 'flash-fire']","{'hp': 80, 'attack': 60, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 50}"
839,coalossal,28,3105,255,"['rock', 'fire']","['steam-engine', 'flame-body', 'flash-fire']","{'hp': 110, 'attack': 80, 'defense': 120, 'special-attack': 80, 'special-defense': 90, 'speed': 30}"
840,applin,2,5,52,"['grass', 'dragon']","['ripen', 'gluttony', 'bulletproof']","{'hp': 40, 'attack': 40, 'defense': 80, 'special-attack': 40, 'special-defense': 40, 'speed': 20}"
841,flapple,3,10,170,"['grass', 'dragon']","['ripen', 'gluttony', 'hustle']","{'hp': 70, 'attack': 110, 'defense': 80, 'special-attack': 95, 'special-defense': 60, 'speed': 70}"
842,appletun,4,130,170,"['grass', 'dragon']","['ripen', 'gluttony', 'thick-fat']","{'hp': 110, 'attack': 85, 'defense': 80, 'special-attack': 100, 'special-defense': 80, 'speed': 30}"
843,silicobra,22,76,63,['ground'],"['sand-spit', 'shed-skin', 'sand-veil']","{'hp': 52, 'attack': 57, 'defense': 75, 'special-attack': 35, 'special-defense': 50, 'speed': 46}"
844,sandaconda,38,655,179,['ground'],"['sand-spit', 'shed-skin', 'sand-veil']","{'hp': 72, 'attack': 107, 'defense': 125, 'special-attack': 65, 'special-defense': 70, 'speed': 71}"
845,cramorant,8,180,166,"['flying', 'water']",['gulp-missile'],"{'hp': 70, 'attack': 85, 'defense': 55, 'special-attack': 85, 'special-defense': 95, 'speed': 85}"
846,arrokuda,5,10,56,['water'],"['swift-swim', 'propeller-tail']","{'hp': 41, 'attack': 63, 'defense': 40, 'special-attack': 40, 'special-defense': 30, 'speed': 66}"
847,barraskewda,13,300,172,['water'],"['swift-swim', 'propeller-tail']","{'hp': 61, 'attack': 123, 'defense': 60, 'special-attack': 60, 'special-defense': 50, 'speed': 136}"
848,toxel,4,110,48,"['electric', 'poison']","['rattled', 'static', 'klutz']","{'hp': 40, 'attack': 38, 'defense': 35, 'special-attack': 54, 'special-defense': 35, 'speed': 40}"
849,toxtricity-amped,16,400,176,"['electric', 'poison']","['punk-rock', 'plus', 'technician']","{'hp': 75, 'attack': 98, 'defense': 70, 'special-attack': 114, 'special-defense': 70, 'speed': 75}"
850,sizzlipede,7,10,61,"['fire', 'bug']","['flash-fire', 'white-smoke', 'flame-body']","{'hp': 50, 'attack': 65, 'defense': 45, 'special-attack': 50, 'special-defense': 50, 'speed': 45}"
851,centiskorch,30,1200,184,"['fire', 'bug']","['flash-fire', 'white-smoke', 'flame-body']","{'hp': 100, 'attack': 115, 'defense': 65, 'special-attack': 90, 'special-defense': 90, 'speed': 65}"
852,clobbopus,6,40,62,['fighting'],"['limber', 'technician']","{'hp': 50, 'attack': 68, 'defense': 60, 'special-attack': 50, 'special-defense': 50, 'speed': 32}"
853,grapploct,16,390,168,['fighting'],"['limber', 'technician']","{'hp': 80, 'attack': 118, 'defense': 90, 'special-attack': 70, 'special-defense': 80, 'speed': 42}"
854,sinistea,1,2,62,['ghost'],"['weak-armor', 'cursed-body']","{'hp': 40, 'attack': 45, 'defense': 45, 'special-attack': 74, 'special-defense': 54, 'speed': 50}"
855,polteageist,2,4,178,['ghost'],"['weak-armor', 'cursed-body']","{'hp': 60, 'attack': 65, 'defense': 65, 'special-attack': 134, 'special-defense': 114, 'speed': 70}"
856,hatenna,4,34,53,['psychic'],"['healer', 'anticipation', 'magic-bounce']","{'hp': 42, 'attack': 30, 'defense': 45, 'special-attack': 56, 'special-defense': 53, 'speed': 39}"
857,hattrem,6,48,130,['psychic'],"['healer', 'anticipation', 'magic-bounce']","{'hp': 57, 'attack': 40, 'defense': 65, 'special-attack': 86, 'special-defense': 73, 'speed': 49}"
858,hatterene,21,51,255,"['psychic', 'fairy']","['healer', 'anticipation', 'magic-bounce']","{'hp': 57, 'attack': 90, 'defense': 95, 'special-attack': 136, 'special-defense': 103, 'speed': 29}"
859,impidimp,4,55,53,"['dark', 'fairy']","['prankster', 'frisk', 'pickpocket']","{'hp': 45, 'attack': 45, 'defense': 30, 'special-attack': 55, 'special-defense': 40, 'speed': 50}"
860,morgrem,8,125,130,"['dark', 'fairy']","['prankster', 'frisk', 'pickpocket']","{'hp': 65, 'attack': 60, 'defense': 45, 'special-attack': 75, 'special-defense': 55, 'speed': 70}"
861,grimmsnarl,15,610,255,"['dark', 'fairy']","['prankster', 'frisk', 'pickpocket']","{'hp': 95, 'attack': 120, 'defense': 65, 'special-attack': 95, 'special-defense': 75, 'speed': 60}"
862,obstagoon,16,460,260,"['dark', 'normal']","['reckless', 'guts', 'defiant']","{'hp': 93, 'attack': 90, 'defense': 101, 'special-attack': 60, 'special-defense': 81, 'speed': 95}"
863,perrserker,8,280,154,['steel'],"['battle-armor', 'tough-claws', 'steely-spirit']","{'hp': 70, 'attack': 110, 'defense': 100, 'special-attack': 50, 'special-defense': 60, 'speed': 50}"
864,cursola,10,4,179,['ghost'],"['weak-armor', 'perish-body']","{'hp': 60, 'attack': 95, 'defense': 50, 'special-attack': 145, 'special-defense': 130, 'speed': 30}"
865,sirfetchd,8,1170,177,['fighting'],"['steadfast', 'scrappy']","{'hp': 62, 'attack': 135, 'defense': 95, 'special-attack': 68, 'special-defense': 82, 'speed': 65}"
866,mr-rime,15,582,182,"['ice', 'psychic']","['tangled-feet', 'screen-cleaner', 'ice-body']","{'hp': 80, 'attack': 85, 'defense': 75, 'special-attack': 110, 'special-defense': 100, 'speed': 70}"
867,runerigus,16,666,169,"['ground', 'ghost']",['wandering-spirit'],"{'hp': 58, 'attack': 95, 'defense': 145, 'special-attack': 50, 'special-defense': 105, 'speed': 30}"
868,milcery,2,3,54,['fairy'],"['sweet-veil', 'aroma-veil']","{'hp': 45, 'attack': 40, 'defense': 40, 'special-attack': 50, 'special-defense': 61, 'speed': 34}"
869,alcremie,3,5,173,['fairy'],"['sweet-veil', 'aroma-veil']","{'hp': 65, 'attack': 60, 'defense': 75, 'special-attack': 110, 'special-defense': 121, 'speed': 64}"
870,falinks,30,620,165,['fighting'],"['battle-armor', 'defiant']","{'hp': 65, 'attack': 100, 'defense': 100, 'special-attack': 70, 'special-defense': 60, 'speed': 75}"
871,pincurchin,3,10,152,['electric'],"['lightning-rod', 'electric-surge']","{'hp': 48, 'attack': 101, 'defense': 95, 'special-attack': 91, 'special-defense': 85, 'speed': 15}"
872,snom,3,38,37,"['ice', 'bug']","['shield-dust', 'ice-scales']","{'hp': 30, 'attack': 25, 'defense': 35, 'special-attack': 45, 'special-defense': 30, 'speed': 20}"
873,frosmoth,13,420,166,"['ice', 'bug']","['shield-dust', 'ice-scales']","{'hp': 70, 'attack': 65, 'defense': 60, 'special-attack': 125, 'special-defense': 90, 'speed': 65}"
874,stonjourner,25,5200,165,['rock'],['power-spot'],"{'hp': 100, 'attack': 125, 'defense': 135, 'special-attack': 20, 'special-defense': 20, 'speed': 70}"
875,eiscue-ice,14,890,165,['ice'],['ice-face'],"{'hp': 75, 'attack': 80, 'defense': 110, 'special-attack': 65, 'special-defense': 90, 'speed': 50}"
876,indeedee-male,9,280,166,"['psychic', 'normal']","['inner-focus', 'synchronize', 'psychic-surge']","{'hp': 60, 'attack': 65, 'defense': 55, 'special-attack': 105, 'special-defense': 95, 'speed': 95}"
877,morpeko-full-belly,3,30,153,"['electric', 'dark']",['hunger-switch'],"{'hp': 58, 'attack': 95, 'defense': 58, 'special-attack': 70, 'special-defense': 58, 'speed': 97}"
878,cufant,12,1000,66,['steel'],"['sheer-force', 'heavy-metal']","{'hp': 72, 'attack': 80, 'defense': 49, 'special-attack': 40, 'special-defense': 49, 'speed': 40}"
879,copperajah,30,6500,175,['steel'],"['sheer-force', 'heavy-metal']","{'hp': 122, 'attack': 130, 'defense': 69, 'special-attack': 80, 'special-defense': 69, 'speed': 30}"
880,dracozolt,18,1900,177,"['electric', 'dragon']","['volt-absorb', 'hustle', 'sand-rush']","{'hp': 90, 'attack': 100, 'defense': 90, 'special-attack': 80, 'special-defense': 70, 'speed': 75}"
881,arctozolt,23,1500,177,"['electric', 'ice']","['volt-absorb', 'static', 'slush-rush']","{'hp': 90, 'attack': 100, 'defense': 90, 'special-attack': 90, 'special-defense': 80, 'speed': 55}"
882,dracovish,23,2150,177,"['water', 'dragon']","['water-absorb', 'strong-jaw', 'sand-rush']","{'hp': 90, 'attack': 90, 'defense': 100, 'special-attack': 70, 'special-defense': 80, 'speed': 75}"
883,arctovish,20,1750,177,"['water', 'ice']","['water-absorb', 'ice-body', 'slush-rush']","{'hp': 90, 'attack': 90, 'defense': 100, 'special-attack': 80, 'special-defense': 90, 'speed': 55}"
884,duraludon,18,400,187,"['steel', 'dragon']","['light-metal', 'heavy-metal', 'stalwart']","{'hp': 70, 'attack': 95, 'defense': 115, 'special-attack': 120, 'special-defense': 50, 'speed': 85}"
885,dreepy,5,20,54,"['dragon', 'ghost']","['clear-body', 'infiltrator', 'cursed-body']","{'hp': 28, 'attack': 60, 'defense': 30, 'special-attack': 40, 'special-defense': 30, 'speed': 82}"
886,drakloak,14,110,144,"['dragon', 'ghost']","['clear-body', 'infiltrator', 'cursed-body']","{'hp': 68, 'attack': 80, 'defense': 50, 'special-attack': 60, 'special-defense': 50, 'speed': 102}"
887,dragapult,30,500,300,"['dragon', 'ghost']","['clear-body', 'infiltrator', 'cursed-body']","{'hp': 88, 'attack': 120, 'defense': 75, 'special-attack': 100, 'special-defense': 75, 'speed': 142}"
888,zacian,28,1100,335,['fairy'],['intrepid-sword'],"{'hp': 92, 'attack': 120, 'defense': 115, 'special-attack': 80, 'special-defense': 115, 'speed': 138}"
889,zamazenta,29,2100,335,['fighting'],['dauntless-shield'],"{'hp': 92, 'attack': 120, 'defense': 115, 'special-attack': 80, 'special-defense': 115, 'speed': 138}"
890,eternatus,200,9500,345,"['poison', 'dragon']",['pressure'],"{'hp': 140, 'attack': 85, 'defense': 95, 'special-attack': 145, 'special-defense': 95, 'speed': 130}"
891,kubfu,6,120,77,['fighting'],['inner-focus'],"{'hp': 60, 'attack': 90, 'defense': 60, 'special-attack': 53, 'special-defense': 50, 'speed': 72}"
892,urshifu-single-strike,19,1050,275,"['fighting', 'dark']",['unseen-fist'],"{'hp': 100, 'attack': 130, 'defense': 100, 'special-attack': 63, 'special-defense': 60, 'speed': 97}"
893,zarude,18,700,300,"['dark', 'grass']",['leaf-guard'],"{'hp': 105, 'attack': 120, 'defense': 105, 'special-attack': 70, 'special-defense': 95, 'speed': 105}"
894,regieleki,12,1450,290,['electric'],['transistor'],"{'hp': 80, 'attack': 100, 'defense': 50, 'special-attack': 100, 'special-defense': 50, 'speed': 200}"
895,regidrago,21,2000,290,['dragon'],['dragons-maw'],"{'hp': 200, 'attack': 100, 'defense': 50, 'special-attack': 100, 'special-defense': 50, 'speed': 80}"
896,glastrier,22,8000,290,['ice'],['chilling-neigh'],"{'hp': 100, 'attack': 145, 'defense': 130, 'special-attack': 65, 'special-defense': 110, 'speed': 30}"
897,spectrier,20,445,290,['ghost'],['grim-neigh'],"{'hp': 100, 'attack': 65, 'defense': 60, 'special-attack': 145, 'special-defense': 80, 'speed': 130}"
898,calyrex,11,77,250,"['psychic', 'grass']",['unnerve'],"{'hp': 100, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}"
899,wyrdeer,18,951,263,"['normal', 'psychic']","['intimidate', 'frisk', 'sap-sipper']","{'hp': 103, 'attack': 105, 'defense': 72, 'special-attack': 105, 'special-defense': 75, 'speed': 65}"
900,kleavor,18,890,175,"['bug', 'rock']","['swarm', 'sheer-force', 'sharpness']","{'hp': 70, 'attack': 135, 'defense': 95, 'special-attack': 45, 'special-defense': 70, 'speed': 85}"
